"id","timestamp","air_humidity","temperature","pm2_5","rainfall","wind_speed","soil_moisture"
"380","2024-04-21 07:26:18","84","30","29","0","9","3155"
"381","2024-04-21 07:31:18","84","30","29","0","9","3220"
"382","2024-04-21 07:36:18","84","30","29","0","9","3205"
"383","2024-04-21 07:41:18","84","30","29","0","9","3212"
"384","2024-04-21 07:46:18","84","30","29","0","9","3228"
"385","2024-04-21 07:51:18","68","30.7","29","0","13","3166"
"386","2024-04-21 07:56:18","68","30.7","29","0","13","3201"
"387","2024-04-21 08:01:18","59","32.1","29","0","13","3200"
"388","2024-04-21 08:06:18","59","32.1","29","0","13","3172"
"389","2024-04-21 08:11:18","59","32.1","29","0","13","3260"
"390","2024-04-21 08:16:18","63","32","29","0","11.2","3198"
"391","2024-04-21 08:21:18","63","32","29","0","11.2","3191"
"392","2024-04-21 08:26:18","63","32","29","0","11.2","3187"
"393","2024-04-21 08:31:18","63","32","29","0","11.2","3147"
"394","2024-04-21 08:36:18","63","32","29","0","11.2","3235"
"395","2024-04-21 08:41:18","63","32","29","0","11.2","3162"
"396","2024-04-21 08:46:18","63","32","29","0","11.2","3185"
"397","2024-04-21 08:51:18","49","33","29","0","16.9","3167"
"398","2024-04-21 08:56:18","49","33","29","0","16.9","3222"
"399","2024-04-21 09:01:18","49","33","29","0","16.9","3249"
"400","2024-04-21 09:06:18","49","33","29","0","16.9","3238"
"401","2024-04-21 09:11:18","49","33","28","0","16.9","3241"
"402","2024-04-21 09:16:18","49","33","28","0","16.9","3250"
"403","2024-04-21 09:21:18","49","33","28","0","16.9","3205"
"404","2024-04-21 09:26:18","49","33","28","0","16.9","3175"
"405","2024-04-21 09:31:18","47","34","28","0","13","3219"
"406","2024-04-21 09:36:18","47","34","28","0","13","3286"
"407","2024-04-21 09:41:18","47","34","28","0","13","3267"
"408","2024-04-21 09:46:18","47","34","28","0","13","3276"
"409","2024-04-21 09:51:18","44","34","28","0","15.1","3221"
"410","2024-04-21 09:56:18","44","34","28","0","15.1","3250"
"411","2024-04-21 10:01:18","44","34","28","0","15.1","3283"
"412","2024-04-21 10:06:18","44","34","28","0","15.1","3234"
"413","2024-04-21 10:11:18","44","34","28","0","15.1","3376"
"414","2024-04-21 10:16:18","41","34","28","0","16.9","3293"
"415","2024-04-21 10:21:18","41","34","28","0","16.9","3174"
"416","2024-04-21 10:26:18","41","34","28","0","16.9","3271"
"417","2024-04-21 10:31:19","41","34","28","0","16.9","3280"
"418","2024-04-21 10:36:18","41","34","28","0","16.9","3302"
"419","2024-04-21 10:41:18","41","34","28","0","16.9","3277"
"420","2024-04-21 10:46:18","41","34","28","0","16.9","3290"
"421","2024-04-21 10:51:18","42","35","28","0","15.1","3244"
"422","2024-04-21 10:56:18","42","35","28","0","15.1","3312"
"423","2024-04-21 11:01:18","42","35","20","0","15.1","3297"
"424","2024-04-21 11:06:18","42","35","20","0","15.1","3345"
"425","2024-04-21 11:11:18","42","35","20","0","15.1","3284"
"426","2024-04-21 11:16:18","42","35","20","0","15.1","3175"
"427","2024-04-21 11:21:18","42","35","20","0","19.1","3281"
"428","2024-04-21 11:26:18","42","35","20","0","19.1","3349"
"429","2024-04-21 11:31:18","42","35","20","0","19.1","3281"
"430","2024-04-21 11:36:18","42","35","20","0","19.1","3313"
"431","2024-04-21 11:41:18","42","35","20","0","19.1","3327"
"432","2024-04-21 11:46:18","42","35","20","0","19.1","3266"
"433","2024-04-21 11:51:18","42","36","20","0","9","3287"
"434","2024-04-21 11:56:18","42","36","20","0","9","3323"
"435","2024-04-21 12:01:18","42","36","20","0","9","3207"
"436","2024-04-21 12:06:18","42","36","16","0","9","3347"
"437","2024-04-21 12:11:18","42","36","16","0","9","3286"
"438","2024-04-21 12:16:18","42","36","16","0","9","3344"
"439","2024-04-21 12:21:18","39","36","16","0","13","3303"
